"ID","MonthlyIncome"
1023,5510.52511415525
1024,9918.559139785
1025,15424.5714285714
1026,19178.4444444445
1027,5510.52511415525
1028,5510.52511415525
1029,5510.52511415525
1030,9918.559139785
1031,5510.52511415525
1032,2720.77192982456
1033,9918.559139785
1034,2720.77192982456
1035,5510.52511415525
1036,2720.77192982456
1037,5510.52511415525
1038,9918.559139785
1039,9918.559139785
1040,5510.52511415525
1041,2720.77192982456
1042,2720.77192982456
1043,9918.559139785
1044,5510.52511415525
1045,2720.77192982456
1046,2720.77192982456
1047,5510.52511415525
1048,9918.559139785
1049,2720.77192982456
1050,5510.52511415525
1051,9918.559139785
1052,2720.77192982456
1053,5510.52511415525
1054,2720.77192982456
1055,2720.77192982456
1056,2720.77192982456
1057,5510.52511415525
1058,15424.5714285714
1059,5510.52511415525
1060,2720.77192982456
1061,5510.52511415525
1062,5510.52511415525
1063,5510.52511415525
1064,2720.77192982456
1065,5510.52511415525
1066,2720.77192982456
1067,2720.77192982456
1068,19178.4444444445
1069,5510.52511415525
1070,2720.77192982456
1071,2720.77192982456
1072,5510.52511415525
1073,2720.77192982456
1074,5510.52511415525
1075,5510.52511415525
1076,15424.5714285714
1077,19178.4444444445
1078,5510.52511415525
1079,5510.52511415525
1080,5510.52511415525
1081,2720.77192982456
1082,2720.77192982456
1083,2720.77192982456
1084,5510.52511415525
1085,9918.559139785
1086,9918.559139785
1087,5510.52511415525
1088,2720.77192982456
1089,2720.77192982456
1090,5510.52511415525
1091,5510.52511415525
1092,5510.52511415525
1093,9918.559139785
1094,5510.52511415525
1095,5510.52511415525
1096,5510.52511415525
1097,2720.77192982456
1098,2720.77192982456
1099,2720.77192982456
1100,5510.52511415525
1101,19178.4444444445
1102,5510.52511415525
1103,5510.52511415525
1104,9918.559139785
1105,2720.77192982456
1106,2720.77192982456
1107,2720.77192982456
1108,5510.52511415525
1109,5510.52511415525
1110,5510.52511415525
1111,5510.52511415525
1112,9918.559139785
1113,9918.559139785
1114,5510.52511415525
1115,9918.559139785
1116,2720.77192982456
1117,5510.52511415525
1118,5510.52511415525
1119,9918.559139785
1120,2720.77192982456
1121,9918.559139785
1122,15424.5714285714
1123,5510.52511415525
1124,15424.5714285714
1125,2720.77192982456
1126,2720.77192982456
1127,2720.77192982456
1128,5510.52511415525
1129,15424.5714285714
1130,2720.77192982456
1131,9918.559139785
1132,15424.5714285714
1133,5510.52511415525
1134,2720.77192982456
1135,2720.77192982456
1136,2720.77192982456
1137,2720.77192982456
1138,5510.52511415525
1139,9918.559139785
1140,15424.5714285714
1141,5510.52511415525
1142,5510.52511415525
1143,9918.559139785
1144,5510.52511415525
1145,5510.52511415525
1146,5510.52511415525
1147,5510.52511415525
1148,2720.77192982456
1149,2720.77192982456
1150,5510.52511415525
1151,2720.77192982456
1152,5510.52511415525
1153,5510.52511415525
1154,2720.77192982456
1155,5510.52511415525
1156,15424.5714285714
1157,2720.77192982456
1158,5510.52511415525
1159,2720.77192982456
1160,5510.52511415525
1161,2720.77192982456
1162,9918.559139785
1163,2720.77192982456
1164,9918.559139785
1165,2720.77192982456
1166,2720.77192982456
1167,9918.559139785
1168,5510.52511415525
1169,2720.77192982456
1170,2720.77192982456
